ダウンロード実行日,2017年08月21日現在,件数,9742件,,,,,,,,
ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード
E21618,個人（組合発行者を除く）,,,,,秋沢　英海,,アキザワ　ヒデウミ,,個人（組合発行者を除く）,
E21619,個人（組合発行者を除く）,,,,,丸田　昭雄,,マルタ　アキオ,,個人（組合発行者を除く）,
E21620,個人（組合発行者を除く）,,,,,妹尾　勲,,セノオ　イサオ,,個人（組合発行者を除く）,
E21621,個人（組合発行者を除く）,,,,,中村　恭平,,ナカムラ　キョウヘイ,,個人（組合発行者を除く）,
E01705,内国法人・組合,上場,有,1061,10月31日,巴工業株式会社,"TOMOE ENGINEERING CO.,LTD.",トモエコウギョウカブシキガイシャ,品川区北品川五丁目５番１５号,機械,63090
E21635,外国法人・組合（有価証券報告書等の提出義務者以外）,,,2,,アップルリンゴ・ホールディングス・ビー・ヴィ,,アップルリンゴホールディングスビーヴィ,オランダ王国、アムステルダム１０７５ＨＰ、ヤン・ヴァン・ゴイエンケイド８,外国法人・組合（有価証券報告書等の提出義務者以外）,
E01706,内国法人・組合,上場,有,1035, 2月末日,フロイント産業株式会社,Freund Corporation,フロイントサンギョウカブシキガイシャ,新宿区西新宿六丁目２５番１３号,機械,63120
E21655,個人（組合発行者を除く）,,,,,丁　廣鎭,,チョン　ガンジン,,個人（組合発行者を除く）,
E21663,個人（組合発行者を除く）,,,,,龍井　郷二,,タツイ　キョウジ,,個人（組合発行者を除く）,
E01707,内国法人・組合,上場,無,1186,12月31日,株式会社石井工作研究所,ISHII TOOL & ENGINEERING CORPORATION,カブシキガイシャイシイコウサクケンキュウショ,大分市東大道２丁目５番６０号,機械,63140
E01708,内国法人・組合,上場,有,8932,3月31日,ＴＯＷＡ株式会社,TOWA CORPORATION,トーワカブシキガイシャ,京都市南区上鳥羽上調子町５番地,機械,63150
E01710,内国法人・組合,上場,有,1985,3月31日,株式会社ユーシン精機,"YUSHIN PRECISION EQUIPMENT CO.,LTD.",カブシキガイシャユーシンセイキ,京都市伏見区久我本町１１番地の２６０,機械,64820
E21703,個人（組合発行者を除く）,,,,,山根　洋一,,ヤマネ　ヨウイチ,,個人（組合発行者を除く）,
E01711,内国法人・組合,上場,無,893,3月31日,株式会社タクミナ,tacmina corporation,カブシキガイシャタクミナ,大阪市中央区淡路町二丁目２番１４号,機械,63220
E01712,内国法人・組合,上場,有,1610,3月31日,株式会社ハーモニック・ドライブ・システムズ,Harmonic Drive Systems Inc.,カブシキガイシャ　ハーモニックドライブシステムズ,品川区南大井６丁目２５番３号,機械,63240
E01713,内国法人・組合,上場,有,1250,6月30日,北川精機株式会社,"KITAGAWA SEIKI CO.,LTD.",キタガワセイキカブシキガイシャ,府中市鵜飼町８００番地の８,機械,63270
E01714,内国法人・組合,上場,有,1001,12月31日,荏原実業株式会社,"EBARA JITSUGYO CO.,LTD.",エバラジツギョウカブシキガイシャ,中央区銀座七丁目１４番１号,機械,63280
E01715,内国法人・組合,上場,無,963,9月30日,株式会社タカトリ,Takatori Corporation,カブシキガイシャタカトリ,橿原市新堂町３１３番地の１,機械,63380
E21732,個人（組合発行者を除く）,,,,,高田　隆右,,タカダ　リュウスケ,,個人（組合発行者を除く）,
E21733,個人（組合発行者を除く）,,,,,木村　佳司,,キムラ　ヨシジ,,個人（組合発行者を除く）,
E21735,個人（組合発行者を除く）,,,,,小林　正晴,,コバヤシ　マサハル,,個人（組合発行者を除く）,
E21736,個人（組合発行者を除く）,,,,,次原　悦子,,ツギハラ　エツコ,,個人（組合発行者を除く）,
E01716,内国法人・組合,上場,有,1739,9月30日,東亜バルブエンジニアリング株式会社,Toa Valve Engineering Inc.,トウアバルブエンジニアリングカブシキガイシャ,尼崎市西立花町五丁目１２番１号,機械,64660
E21784,外国法人・組合（有価証券報告書等の提出義務者以外）,,,1,,ルネッサンス・テクノロジーズ・エルエルシー,,ルネッサンステクノロジーズエルエルシー,ニューヨーク州１００２２ニューヨーク、サード・アベニュー８００、３５階,外国法人・組合（有価証券報告書等の提出義務者以外）,
E01718,内国法人・組合,上場,有,1006,3月31日,株式会社オーイズミ,OIZUMI Corporation,カブシキガイシャオーイズミ,厚木市中町二丁目７番１０号,機械,64280
E01719,内国法人・組合,上場,有,2177,3月31日,株式会社昭和真空,"SHOWA SHINKU CO.,LTD.",カブシキガイシャショウワシンクウ,相模原市中央区田名３０６２番地１０,機械,63840
E01721,内国法人・組合,上場,無,313,3月31日,兼松エンジニアリング株式会社,"KANEMATSU ENGINEERING CO.,LTD.",カネマツエンジニアリングカブシキガイシャ,高知市布師田３９８１番地７,機械,64020
E01723,内国法人・組合,上場,有,3321, 2月末日,株式会社竹内製作所,"TAKEUCHI MFG.CO.,LTD.",カブシキガイシャタケウチセイサクショ,埴科郡坂城町大字上平２０５番地,機械,64320
E01724,内国法人・組合,上場,有,614,3月31日,鈴茂器工株式会社,"Suzumo Machinery Co., Ltd.",スズモキコウカブシキガイシヤ,練馬区豊玉北２丁目２３番２号,機械,64050
E01725,内国法人・組合,上場,有,20185,12月31日,三井海洋開発株式会社,"MODEC,INC.",ミツイカイヨウカイハツカブシキガイシャ,中央区日本橋二丁目３番１０号,機械,62690
E01726,内国法人・組合,上場,有,10000,12月31日,ナブテスコ株式会社,Nabtesco Corporation,ナブテスコカブシキガイシャ,千代田区平河町２丁目７番９号,機械,62680
E21855,個人（組合発行者を除く）,,,,,須野田　珠美,,スノダ　タマミ,,個人（組合発行者を除く）,
E21867,外国法人・組合（有価証券報告書等の提出義務者以外）,,,1,,カバウター・マネージメント・エルエルシー,,カバウターマネージメントエルエルシー,アメリカ合衆国イリノイ州６０６１１、シカゴ、ノース・ミシガン・アベニュー４０１、２５１０号室,外国法人・組合（有価証券報告書等の提出義務者以外）,
E21870,個人（組合発行者を除く）,,,,,川村　治,,カワムラ　オサム,,個人（組合発行者を除く）,
E21876,個人（組合発行者を除く）,,,,,内海　良夫,,ウツミ　ヨシオ,,個人（組合発行者を除く）,
E21884,個人（組合発行者を除く）,,,,,中西　弘毅,,ナカニシ　ヒロタケ,,個人（組合発行者を除く）,
E01727,内国法人・組合,上場,無,717,3月31日,ヒーハイスト精工株式会社,"HEPHAIST SEIKO CO.,LTD.",ヒーハイストセイコウカブシキガイシャ,川越市今福５８０番地１,機械,64330
E01728,内国法人・組合,上場,有,748,12月31日,株式会社妙徳,Myotoku Ltd.,カブシキガイシャミョウトク,大田区下丸子二丁目６番１８号,機械,62650
E01729,内国法人・組合,上場,有,442,3月31日,日進工具株式会社,"NS TOOL CO.,LTD.",ニッシンコウグカブシキガイシャ,品川区南大井四丁目５番９号,機械,61570
E21928,個人（組合発行者を除く）,,,,,藤本　幸之助,,フジモト　コウノスケ,,個人（組合発行者を除く）,
E01730,内国法人・組合,上場,無,557,3月20日,株式会社エスティック,ESTIC CORPORATION,カブシキガイシャエスティック,守口市橋波東之町二丁目５番９号,機械,61610
E01731,内国法人・組合,上場,有,2255,3月31日,ペガサスミシン製造株式会社,"PEGASUS SEWING MACHINE MFG. CO., LTD.",ペガサスミシンセイゾウカブシキガイシャ,大阪市福島区鷺洲五丁目７番２号,機械,62620
E01733,内国法人・組合,上場,有,2633,3月31日,平田機工株式会社,HIRATA Corporation,ヒラタキコウカブシキガイシャ,熊本市北区植木町一木１１１番地,機械,62580
E01734,内国法人・組合,上場,有,2812, 8月末日,株式会社エヌ・ピー・シー,NPC Incorporated,カブシキガイシャエヌピーシー,台東区東上野１－７－１５　ヒューリック東上野一丁目ビル５階,機械,62550
E21964,個人（組合発行者を除く）,,,,,梶川　須賀子,,カジカワ　スガコ,,個人（組合発行者を除く）,
E21967,個人（組合発行者を除く）,,,,,浦江　明憲,,ウラエ　アキノリ,,個人（組合発行者を除く）,
E01735,内国法人・組合,上場,有,2236,3月31日,野村マイクロ・サイエンス株式会社,"Nomura Micro Science Co.,Ltd.",ノムラマイクロサイエンスカブシキガイシャ,厚木市岡田二丁目９番８号,機械,62540
E21970,外国法人・組合（有価証券報告書等の提出義務者以外）,,,397,,ＵＴＩインターナショナル（シンガポール）・プライベート・リミテッド,,ユーティーアイインターナショナルシンガポールプライベートリミテッド,シンガポール、ラッフルズ・プレイス３、０８－０２、ブハラト・ビルディング,外国法人・組合（有価証券報告書等の提出義務者以外）,
E01745,内国法人・組合,上場,有,17813,3月31日,日立工機株式会社,"Hitachi Koki Co., Ltd.",ヒタチコウキカブシキガイシャ,港区港南二丁目１５番１号,機械,65810
E22003,個人（組合発行者を除く）,,,,,戸田　徹,,トダ　トオル,,個人（組合発行者を除く）,
E01761,内国法人・組合,上場,有,3118,3月31日,株式会社帝国電機製作所,"TEIKOKU ELECTRIC MFG.CO.,LTD.",カブシキガイシャテイコクデンキセイサクショ,たつの市新宮町平野６０番地,機械,63330
E01909,内国法人・組合,上場,有,11016,3月31日,ＣＫＤ株式会社,CKD Corporation,シーケーディカブシキガイシャ,小牧市応時二丁目２５０番地,機械,64070
E01913,内国法人・組合,上場,有,11037,3月31日,サンデンホールディングス株式会社,SANDEN HOLDINGS CORPORATION,サンデンホールディングスカブシキガイシャ,伊勢崎市寿町２０番地,機械,64440
E01920,内国法人・組合,上場,有,24206,3月31日,株式会社マキタ,Makita Corporation,カブシキガイシャマキタ,安城市住吉町３丁目１１番８号,機械,65860
E01930,内国法人・組合,上場,有,2658,3月31日,西部電機株式会社,"Seibu Electric & Machinery Co., Ltd.",セイブデンキカブシキガイシャ,古賀市駅東三丁目３番１号,機械,61440
E01961,内国法人・組合,上場,無,9907,12月31日,大和冷機工業株式会社,DAIWA   INDUSTRIES   LTD.,ダイワレイキコウギョウカブシキガイシャ,大阪市天王寺区小橋町３番１３号,機械,64590
E22035,個人（組合発行者を除く）,,,,,五十嵐　幹,,イガラシ　ミキ,,個人（組合発行者を除く）,
E22038,個人（組合発行者を除く）,,,,,中田　みち,,ナカタ　ミチ,,個人（組合発行者を除く）,
E01973,内国法人・組合,上場,有,8360,3月31日,株式会社新川,SHINKAWA LTD.,カブシキガイシャシンカワ,武蔵村山市伊奈平２丁目５１番地の１,機械,62740
E22043,個人（組合発行者を除く）,,,,,池森　賢二,,イケモリ　ケンジ,,個人（組合発行者を除く）,
E22045,個人（組合発行者を除く）,,,,,伊藤　守,,イトウ　マモル,,個人（組合発行者を除く）,
E22046,個人（組合発行者を除く）,,,,,原　利典,,ハラ　トシノリ,,個人（組合発行者を除く）,
E22048,個人（組合発行者を除く）,,,,,宮地　正直,,ミヤチ　マサナオ,,個人（組合発行者を除く）,
